Species,Max-Elevation_m,Min_Body_mass_g,Max_Body_mass_g,min-length-cm,max-length-cm,Beak.Length_Culmen,Beak.Width,Wing.Length,Mass,Trophic.Level,Trophic.Niche,Habitat,Habitat.Density,Migration,Primary.Lifestyle,Longitude,Latitude,Location,Province,Country,Continent,Years_sampling,Environment,Sites_code,Tissue,Digestion method,Temp (Degree Celcius),Identification,Number_of_species,Number_of_MP_detected_in_species,Average_weight (gm),Wing size (mm),Average_age,TNMP,Mppersp,Includes_microplastic,Level,Mpperg,ng/g,particle /mg,Size MP (mm),20-50,50-100,100-500,500-1000,>1000,Films,Foam,Fragments,Fiber/thread,Pellets,Others,Cellulose,PE,Acrylic,PP,PA,PS,PVC,Nylon,PET,PES,Rayon,Cotton,Polyacrylic,Others,Blue,Transparent/white,Yellow,Red/Brown,black,Others,total
Gavia pacifica,500 ,,,,,71.90 ,8.30 ,291.20 ,2251.10 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Coastal / Pelagic,,,,,,20,,,,,,0.35,Y,Low,0.00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrobates monorhis,,,,,,16.50 ,3.00 ,152.60 ,39.80 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Pelagic,,,,,,159,,,,,,18.73,Y,Moderate,0.04883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris leucomelas,,,,,,48.90 ,9.70 ,319.20 ,580.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Pelagic,,,,,,1,,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalacrocorax carbo,,2600.00 ,3700.00 ,84.00 ,90.00 ,82.70 ,13.20 ,340.20 ,2529.00 ,Carnivore,Aquatic predator,Wetland,3,2,Aquatic,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Coastal,,,,,,1,,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus crassirostris,,,,,,58.70 ,6.50 ,364.20 ,561.00 ,Carnivore,Aquatic predator,Coastal,3,2,Aerial,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Coastal,,,,,,70,,,,,,0.13,Y,Low,0.00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus argentatus,2000 ,800.00 ,1250.00 ,56.00 ,66.00 ,74.00 ,8.90 ,430.00 ,1091.00 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Coastal,,,,,,2,,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthliboramphus antiquus,100 ,,,,,23.60 ,5.00 ,135.50 ,217.70 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,126.56 ,35.97 ,Korean Peninsula,,,,2006-2019,Pelagic,,,,,,110,,,,,,0.02,Y,Low,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris borealis,,,,,,55.00 ,11.30 ,347.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,-15.61 ,27.95 ,Tafira Wildlife Rehabilitation Center,,Spain,,2020-2021,,,,,,,45,,,,,,8.13,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrobates castro,,,,,,15.60 ,2.70 ,150.40 ,46.10 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-15.61 ,27.95 ,Tafira Wildlife Rehabilitation Center,,Spain,,2020-2021,,,,,,,5,,,,,,5.6,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-15.61 ,27.95 ,Tafira Wildlife Rehabilitation Center,,Spain,,2020-2021,,,,,,,20,,,,,,1.83,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus ridibundus,,195.00 ,325.00 ,,,43.40 ,4.00 ,291.20 ,284.00 ,Carnivore,Aquatic predator,Wetland,3,2,Generalist,-15.61 ,27.95 ,Tafira Wildlife Rehabilitation Center,,Spain,,2020-2021,,,,,,,2,,,,,,1,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubulcus ibis,4080 ,,220.00 ,,,63.30 ,8.60 ,244.40 ,366.00 ,Carnivore,Omnivore,Human modified,3,2,Terrestrial,-15.61 ,27.95 ,Tafira Wildlife Rehabilitation Center,,Spain,,2020-2021,,,,,,,1,,,,,,3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,,,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,9.70 ,45.25 ,Valley of the River Adda,,Italy,,2020-2021,Terrestrial,A,,,,,,8,,,,12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,,,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,9.70 ,45.25 ,Valley of the River Adda,,Italy,,2020-2021,Terrestrial,B,,,,,,9,,,,16,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,,,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,9.70 ,45.25 ,Valley of the River Adda,,Italy,,2020-2021,Terrestrial,C,,,,,,3,,,,6,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-7.84 ,37.03 ,wildlife recovery center RIAS in Olhão,,Portugal,,2014-2016,,,,,,,,75,,,,,0.2667,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-7.84 ,37.03 ,wildlife recovery center RIAS in Olhão,,Portugal,,2014-2016,,,,,,,,62,,,,,0.4677,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciconia ciconia,3500 ,5000.00 ,10000.00 ,100.00 ,115.00 ,189.10 ,23.50 ,565.60 ,3445.80 ,Carnivore,Omnivore,Grassland,3,3,Terrestrial,-7.84 ,37.03 ,wildlife recovery center RIAS in Olhão,,Portugal,,2014-2016,,,,,,,,9,,,,,1.2222,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrobates pelagicus,,,,,,13.70 ,2.30 ,119.00 ,25.20 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,9.10 ,40.25 ,Sardinia,,Italy,,2019,,,,,,,30,14,,,,25,1.86,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-56.10 ,54.38 ,Eastern shore of Labrador,,,,2014,,,,,,,39,,,,,,5.9,Y,Low,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-56.10 ,54.38 ,Eastern shore of Labrador,,,,2015,,,,,,,31,,,,,,18.7,Y,Moderate,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-56.10 ,54.38 ,Eastern shore of Labrador,,,,pooled,,,,,,,70,,,,,,11.6,Y,Moderate,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Labrador Sea,,,,,Pelagic,,Fecal precursor,,,,30,,,,,,1.9,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Labrador Sea,,,,,Pelagic,,Stomach,,,,30,,,,,,22,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,4,,Y,,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,13,,Y,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,0,,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,74,,Y,,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,23,,Y,,1.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,12,,Y,,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,45,,Y,,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,21,,Y,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,24,,Y,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,100,,Y,,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-53.14 ,54.21 ,Newfoundland and Labrador,,,,2015,,,,,,,,,,,,31.6,,Y,,0.4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheniscus magellanicus,85 ,2500.00 ,7500.00 ,11.20 ,16.90 ,60.20 ,10.20 ,109.60 ,4105.10 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-60.10 ,-37.21 ,Coast of southern Buenos Aires province,Buenos Aires,Argentina,,2019,,,,,,,9,,,,,86,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheniscus magellanicus,85 ,2500.00 ,7500.00 ,11.20 ,16.90 ,60.20 ,10.20 ,109.60 ,4105.10 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-60.10 ,-37.21 ,Coast of southern Buenos Aires province,Buenos Aires,Argentina,,2020,,,,,,,10,,,,,63,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheniscus magellanicus,85 ,2500.00 ,7500.00 ,11.20 ,16.90 ,60.20 ,10.20 ,109.60 ,4105.10 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-60.10 ,-37.21 ,Coast of southern Buenos Aires province,Buenos Aires,Argentina,,2021,,,,,,,2,,,,,98,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alopochen aegyptiaca,4000 ,1500.00 ,2250.00 ,73.00 ,63.00 ,51.60 ,20.80 ,356.00 ,1873.00 ,Herbivore,Omnivore,Wetland,3,2,Generalist,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,115,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas undulata,3890 ,,,,,53.30 ,18.70 ,240.60 ,1008.00 ,Herbivore,Herbivore aquatic,Wetland,3,2,Aquatic,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,60,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas erythrorhyncha,2450 ,,,,,43.80 ,15.90 ,215.00 ,558.80 ,Herbivore,Herbivore aquatic,Wetland,3,2,Aquatic,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,35,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plectropterus gambensis,,,,,,78.60 ,30.50 ,522.60 ,3869.00 ,Herbivore,Omnivore,Wetland,3,3,Terrestrial,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,30,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dendrocygna viduata,3000 ,,,,,48.10 ,15.70 ,214.30 ,690.00 ,Herbivore,Herbivore aquatic,Wetland,3,2,Aquatic,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,8,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas capensis,2420 ,,,,,39.60 ,14.80 ,193.20 ,402.00 ,Omnivore,Aquatic predator,Wetland,3,2,Aquatic,25.57 ,-26.58 ,Barberspan Nature Reserve,,,,2013-2014,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-9.95 ,-40.32 ,Gough,,,,2012,,,,,,,1,,,,,104,,Y,,,,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-9.95 ,-40.32 ,Gough,,,,2018,,,,,,,14,,,,,6,,Y,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-9.95 ,-40.32 ,Nightingale,,,,2019,,,,,,,26,,,,,22,,Y,,,,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-50.42 ,-30.42 ,Brazil,,,,2017,,,,,,,13,,,,,9,,Y,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-77.00 ,35.27 ,SE NC,,,,2017,,,,,,,15,,,,,12,,Y,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2017,,,,,,,6,,,,,9,,Y,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2008,,,,,,,1,,,,,5,,Y,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2010,,,,,,,16,,,,,8,,Y,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2011,,,,,,,18,,,,,10,,Y,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2012,,,,,,,23,,,,,8,,Y,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2014,,,,,,,10,,,,,9,,Y,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2015,,,,,,,11,,,,,5,,Y,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2016,,,,,,,10,,,,,4,,Y,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2017,,,,,,,23,,,,,9,,Y,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2018,,,,,,,2,,,,,5,,Y,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-70.95 ,42.33 ,Mass. Bay,,,,2019,,,,,,,19,,,,,10,,Y,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna tenuirostris,,,,,,37.20 ,6.50 ,262.20 ,559.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,145.25 ,-38.48 ,Philip Island,,,,2015-2016,,,,,,,26,,,,,,8.23,Y,Low,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna tenuirostris,,,,,,37.20 ,6.50 ,262.20 ,559.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,145.25 ,-38.48 ,Philip Island,,,,2015-2016,,,,,,,114,,,,,,7.11,Y,Low,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus dominicanus,,,,,,64.70 ,8.60 ,402.00 ,952.40 ,Carnivore,Omnivore,Marine,3,1,Generalist,-71.69 ,-33.42 ,Biobío region,,Chile,,2021-2022,,,,,,,14,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheniscus magellanicus,85 ,2500.00 ,7500.00 ,11.20 ,16.90 ,60.20 ,10.20 ,109.60 ,4105.10 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-71.69 ,-33.42 ,Biobío region,,Chile,,2021-2023,,,,,,,8,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spheniscus humboldti,80 ,4000.00 ,5000.00 ,66.00 ,70.00 ,63.70 ,9.10 ,105.20 ,4366.40 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-71.69 ,-33.42 ,Biobío region,,Chile,,2021-2024,,,,,,,1,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix varia,3100 ,630.00 ,800.00 ,48.00 ,51.00 ,38.80 ,11.20 ,341.20 ,711.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-126.56 ,54.54 ,British Columbia,,Canada,,2013 and 2021,,,,,,,,,,,,1,,Y,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix varia,3100 ,630.00 ,800.00 ,48.00 ,51.00 ,38.80 ,11.20 ,341.20 ,711.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-126.56 ,54.54 ,British Columbia,,Canada,,2013 and 2021,,,,,,,,,,,,1,,Y,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strix varia,3100 ,630.00 ,800.00 ,48.00 ,51.00 ,38.80 ,11.20 ,341.20 ,711.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-126.56 ,54.54 ,British Columbia,,Canada,,2013 and 2021,,,,,,,,,,,,1,,Y,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haliaeetus leucocephalus,2000 ,3175.00 ,4300.00 ,79.00 ,94.00 ,76.00 ,24.00 ,601.80 ,4700.60 ,Carnivore,Omnivore,Wetland,3,3,Generalist,-126.56 ,54.54 ,British Columbia,,Canada,,2013 and 2021,,,,,,,,,,,,119,,Y,,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haliaeetus leucocephalus,2000 ,3175.00 ,4300.00 ,79.00 ,94.00 ,76.00 ,24.00 ,601.80 ,4700.60 ,Carnivore,Omnivore,Wetland,3,3,Generalist,-126.56 ,54.54 ,British Columbia,,Canada,,2013 and 2021,,,,,,,,,,,,4,,Y,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-80.03 ,43.45 ,Southern Ontario,,Canada,,2004,,WWTP,GI,,,,20,,,,,226,11.3,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-80.03 ,43.45 ,Southern Ontario,,Canada,,2004,,Reference,GI,,,,20,,,,,102,5.1,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-80.03 ,43.45 ,Southern Ontario,,Canada,,2004,,WWTP,Fecal sac,,,,20,,,,,118,5.9,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-80.03 ,43.45 ,Southern Ontario,,Canada,,2004,,Reference,Fecal sac,,,,20,,,,,174,8.7,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus delawarensis,100 ,300.00 ,700.00 ,43.00 ,54.00 ,48.10 ,6.20 ,366.00 ,516.30 ,Carnivore,Omnivore,Coastal,3,2,Terrestrial,45.71 ,73.44 ,Deslauriers Island,,Canada,North America,2016,,,,,,,44,29,,,,164,3.7,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba livia,4500 ,,358.70 ,,,23.20 ,4.30 ,219.60 ,354.20 ,Herbivore,Granivore,Human modified,3,1,Terrestrial,139.91 ,35.53 ,Tokyo Bay,,Japan,Asia,2021,,,,,,,8,2,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milvus migrans,4900 ,0.00 ,540.00 ,47.00 ,60.00 ,40.00 ,13.00 ,457.40 ,734.10 ,Omnivore,Omnivore,Woodland,3,3,Aerial,139.91 ,35.53 ,Tokyo Bay,,Japan,Asia,2021,,,,,,,6,0,,,,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hirundo rustica,3000 ,17.00 ,20.00 ,14.60 ,19.60 ,12.40 ,4.50 ,115.80 ,17.90 ,Carnivore,Invertivore,Human modified,3,3,Aerial,136.74 ,34.74 ,Isle Bay,,Japan,Asia,2021,,,,,,,8,1,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
